State,Date,%Retail/Rec Change,%Grocery/Pharm Change,%Parks Change,%Transit Change,%Workplace Change,%Residential Change
Rhode Island,2020-07-13,1,-3,247,-37,-37,9
Rhode Island,2020-07-14,-1,-2,193,-36,-38,10
Rhode Island,2020-07-15,2,0,,-34,-36,9
Rhode Island,2020-07-16,3,1,320,-30,-36,9
Rhode Island,2020-07-17,-9,-4,156,-35,-36,11
Rhode Island,2020-07-18,-8,-2,459,-17,-13,1
Rhode Island,2020-07-19,-3,-7,311,-16,-9,1
Rhode Island,2020-07-20,0,-4,271,-35,-37,9
Rhode Island,2020-07-21,3,0,303,-34,-37,9
Rhode Island,2020-07-22,0,-2,204,-37,-36,10
Rhode Island,2020-07-23,-1,-2,223,-34,-36,10
Rhode Island,2020-07-24,-5,-2,255,-33,-35,10
Rhode Island,2020-07-25,-8,-3,444,-18,-13,1
South Carolina,2020-02-15,7,3,39,5,0,-1
South Carolina,2020-02-16,3,-1,-9,11,-1,0
South Carolina,2020-02-17,6,2,37,8,-15,3
South Carolina,2020-02-18,-1,-1,-11,2,1,2
South Carolina,2020-02-19,1,0,-13,1,0,1
South Carolina,2020-02-20,-7,-5,-29,-1,-1,4
South Carolina,2020-02-21,2,-2,-7,5,-2,1
South Carolina,2020-02-22,5,1,27,7,3,-1
South Carolina,2020-02-23,5,1,17,12,3,-1
South Carolina,2020-02-24,-1,-2,-8,-1,3,1
South Carolina,2020-02-25,6,1,-1,3,2,1
South Carolina,2020-02-26,10,2,-7,8,2,-1
South Carolina,2020-02-27,13,5,9,13,2,-1
South Carolina,2020-02-28,12,5,11,15,1,-2
South Carolina,2020-02-29,15,8,39,15,3,-3
South Carolina,2020-03-01,16,8,25,25,3,-2
South Carolina,2020-03-02,10,6,20,8,4,-1
South Carolina,2020-03-03,10,8,3,4,2,0
South Carolina,2020-03-04,7,3,-11,5,1,1
South Carolina,2020-03-05,2,-2,-25,2,-1,3
South Carolina,2020-03-06,9,5,21,12,2,-2
South Carolina,2020-03-07,11,7,53,18,3,-2
South Carolina,2020-03-08,12,7,38,24,2,-1
South Carolina,2020-03-09,9,8,53,7,2,-1
South Carolina,2020-03-10,9,9,34,8,1,0
South Carolina,2020-03-11,10,7,43,10,1,-1
South Carolina,2020-03-12,11,15,43,11,0,-1
South Carolina,2020-03-13,8,22,41,10,-2,-1
South Carolina,2020-03-14,4,18,64,10,1,0
South Carolina,2020-03-15,2,23,15,16,-3,1
South Carolina,2020-03-16,-1,24,13,-1,-10,4
South Carolina,2020-03-17,-8,17,6,-2,-15,7
South Carolina,2020-03-18,-19,11,10,-4,-21,9
South Carolina,2020-03-19,-22,10,32,-9,-23,10
South Carolina,2020-03-20,-25,10,31,-13,-26,10
South Carolina,2020-03-21,-32,4,39,-16,-17,7
South Carolina,2020-03-22,-39,-9,-22,-23,-28,9
South Carolina,2020-03-23,-34,-7,-21,-25,-30,13
South Carolina,2020-03-24,-36,-9,-28,-23,-33,16
South Carolina,2020-03-25,-30,-5,-2,-21,-34,14
South Carolina,2020-03-26,-31,-6,-5,-24,-35,15
South Carolina,2020-03-27,-32,-6,6,-27,-35,14
South Carolina,2020-03-28,-35,-4,12,-32,-25,9
South Carolina,2020-03-29,-38,-11,-4,-34,-34,9
South Carolina,2020-03-30,-30,-8,-1,-30,-36,13
South Carolina,2020-03-31,-32,-6,-30,-27,-39,16
South Carolina,2020-04-01,-30,-3,-26,-26,-40,15
South Carolina,2020-04-02,-33,-4,-20,-29,-41,16
South Carolina,2020-04-03,-32,-1,-18,-33,-41,15
South Carolina,2020-04-04,-40,-5,-22,-39,-31,11
South Carolina,2020-04-05,-42,-11,-24,-41,-38,10
South Carolina,2020-04-06,-33,-5,-11,-33,-41,15
South Carolina,2020-04-07,-36,-3,-21,-31,-43,17
South Carolina,2020-04-08,-41,-12,-26,-30,-45,17
South Carolina,2020-04-09,-38,-8,-22,-32,-45,18
South Carolina,2020-04-10,-37,-5,-26,-40,-52,19
South Carolina,2020-04-11,-41,-2,-24,-45,-34,11
South Carolina,2020-04-12,-64,-39,-56,-52,-46,12
South Carolina,2020-04-13,-36,-15,-23,-37,-45,16
South Carolina,2020-04-14,-29,-6,-11,-27,-41,15
South Carolina,2020-04-15,-25,-6,-32,-28,-42,16
South Carolina,2020-04-16,-26,-5,-19,-27,-41,16
South Carolina,2020-04-17,-30,-7,-16,-30,-41,15
South Carolina,2020-04-18,-34,-7,-12,-33,-29,10
South Carolina,2020-04-19,-41,-16,-48,-40,-37,11
South Carolina,2020-04-20,-30,-11,-25,-33,-40,16
South Carolina,2020-04-21,-25,-4,-6,-23,-40,15
South Carolina,2020-04-22,-25,-5,-11,-22,-41,15
South Carolina,2020-04-23,-34,-12,-46,-31,-42,19
South Carolina,2020-04-24,-29,-5,-13,-28,-40,15
South Carolina,2020-04-25,-32,-5,-2,-29,-28,9
South Carolina,2020-04-26,-30,-7,-7,-30,-34,8
South Carolina,2020-04-27,-20,-3,0,-24,-37,13
South Carolina,2020-04-28,-19,1,0,-18,-39,9
South Carolina,2020-04-29,-21,-2,-17,-19,-40,14
South Carolina,2020-04-30,-21,-1,-24,-23,-39,16
South Carolina,2020-05-01,-19,4,7,-19,-38,13
South Carolina,2020-05-02,-23,4,35,-19,-25,7
South Carolina,2020-05-03,-22,1,27,-21,-29,6
South Carolina,2020-05-04,-14,2,16,-21,-34,11
South Carolina,2020-05-05,-14,5,2,-18,-36,13
South Carolina,2020-05-06,-14,3,3,-15,-36,13
South Carolina,2020-05-07,-15,4,10,-15,-35,13
South Carolina,2020-05-08,-19,3,-3,-16,-36,13
South Carolina,2020-05-09,-15,17,29,-10,-22,5
South Carolina,2020-05-10,-17,11,26,-14,-26,4
South Carolina,2020-05-11,-13,1,24,-14,-33,11
South Carolina,2020-05-12,-11,4,20,-10,-33,12
South Carolina,2020-05-13,-12,1,19,-11,-33,12
South Carolina,2020-05-14,-13,2,29,-11,-33,10
South Carolina,2020-05-15,-13,3,43,-9,-34,10
South Carolina,2020-05-16,-14,6,79,-6,-20,5
South Carolina,2020-05-17,-12,4,51,-4,-23,5
South Carolina,2020-05-18,-10,-1,15,-14,-30,11
South Carolina,2020-05-19,-9,2,4,-10,-31,12
South Carolina,2020-05-20,-13,-3,-16,-11,-33,13
South Carolina,2020-05-21,-7,4,12,-5,-32,12
South Carolina,2020-05-22,-9,5,38,2,-32,10
South Carolina,2020-05-23,-9,11,91,7,-15,3
South Carolina,2020-05-24,-7,7,79,0,-23,4
South Carolina,2020-05-25,-13,0,68,-18,-65,18
South Carolina,2020-05-26,-6,5,15,-2,-30,10
South Carolina,2020-05-27,-11,-3,-4,-6,-31,12
South Carolina,2020-05-28,-6,4,21,-4,-29,11
South Carolina,2020-05-29,-10,1,22,-4,-29,10
South Carolina,2020-05-30,-10,6,56,7,-9,4
South Carolina,2020-05-31,-9,4,60,8,-14,4
South Carolina,2020-06-01,0,7,54,-1,-26,7
South Carolina,2020-06-02,1,9,57,1,-27,8
South Carolina,2020-06-03,2,8,49,3,-28,8
South Carolina,2020-06-04,-2,7,38,2,-28,9
South Carolina,2020-06-05,-5,6,46,6,-29,8
South Carolina,2020-06-06,-8,8,81,15,-10,3
South Carolina,2020-06-07,-4,6,64,18,-16,3
South Carolina,2020-06-08,-2,4,45,0,-26,8
South Carolina,2020-06-09,0,7,59,5,-28,8
South Carolina,2020-06-10,-3,3,36,0,-28,9
South Carolina,2020-06-11,-3,4,40,0,-28,9
South Carolina,2020-06-12,-6,5,44,4,-29,8
South Carolina,2020-06-13,-6,9,95,14,-8,2
South Carolina,2020-06-14,-4,5,61,13,-14,3
South Carolina,2020-06-15,-1,5,52,-2,-27,8
South Carolina,2020-06-16,-2,6,43,-3,-28,10
South Carolina,2020-06-17,-2,4,50,1,-29,8
South Carolina,2020-06-18,-2,5,63,4,-28,8
South Carolina,2020-06-19,-4,7,59,8,-30,6
South Carolina,2020-06-20,-4,15,104,17,-8,1
South Carolina,2020-06-21,-4,11,85,14,-14,1
South Carolina,2020-06-22,-3,4,72,2,-30,7
South Carolina,2020-06-23,-2,6,59,1,-30,9
South Carolina,2020-06-24,-3,2,46,0,-30,9
South Carolina,2020-06-25,-3,4,53,4,-30,9
South Carolina,2020-06-26,-7,4,66,7,-30,7
South Carolina,2020-06-27,-9,6,93,17,-11,3
South Carolina,2020-06-28,-7,2,63,18,-13,3
South Carolina,2020-06-29,-1,4,61,1,-29,8
South Carolina,2020-06-30,0,6,48,1,-30,9
South Carolina,2020-07-01,2,6,46,7,-32,8
South Carolina,2020-07-02,6,14,64,12,-35,8
South Carolina,2020-07-03,1,18,92,4,-53,12
South Carolina,2020-07-04,-27,5,98,-10,-28,4
South Carolina,2020-07-05,-12,-2,64,16,-20,3
South Carolina,2020-07-06,-4,3,50,3,-35,9
South Carolina,2020-07-07,-6,1,15,-3,-34,11
South Carolina,2020-07-08,-5,2,36,-1,-32,9
South Carolina,2020-07-09,-5,3,45,-2,-31,9
South Carolina,2020-07-10,-9,2,48,2,-32,8
South Carolina,2020-07-11,-11,5,79,11,-10,3
South Carolina,2020-07-12,-10,2,60,11,-16,4
South Carolina,2020-07-13,-6,3,55,-4,-30,8
South Carolina,2020-07-14,-3,5,51,-3,-31,9
South Carolina,2020-07-15,-4,3,42,-2,-31,9
South Carolina,2020-07-16,-6,3,46,-2,-31,9
South Carolina,2020-07-17,-9,3,52,1,-32,8
South Carolina,2020-07-18,-12,4,79,9,-12,3
South Carolina,2020-07-19,-10,3,57,8,-17,4
South Carolina,2020-07-20,-7,1,47,-6,-31,8
South Carolina,2020-07-21,-5,3,42,-5,-32,9
South Carolina,2020-07-22,-5,2,40,-4,-31,9
South Carolina,2020-07-23,-6,1,43,-2,-31,9
South Carolina,2020-07-24,-11,-2,37,-1,-31,9
South Carolina,2020-07-25,-11,3,74,9,-12,3
South Dakota,2020-02-15,7,6,4,3,-1,0
South Dakota,2020-02-16,15,11,28,1,1,-2
South Dakota,2020-02-17,3,0,-7,4,-23,6
South Dakota,2020-02-18,-5,1,-2,0,-1,1
South Dakota,2020-02-19,-5,-1,-4,1,1,1
South Dakota,2020-02-20,1,3,7,6,1,0
South Dakota,2020-02-21,4,6,22,4,5,-1
South Dakota,2020-02-22,7,9,34,3,2,-1
South Dakota,2020-02-23,13,17,46,6,5,-2
South Dakota,2020-02-24,-5,6,-4,-1,4,1
South Dakota,2020-02-25,-9,-4,-14,-5,-6,4
South Dakota,2020-02-26,6,10,3,6,2,-1
South Dakota,2020-02-27,7,8,6,8,0,-1
South Dakota,2020-02-28,12,13,13,9,2,-1
South Dakota,2020-02-29,14,18,25,10,1,-2
South Dakota,2020-03-01,19,21,16,11,5,-2
South Dakota,2020-03-02,6,11,12,8,5,-1
South Dakota,2020-03-03,8,11,18,9,2,-1
South Dakota,2020-03-04,8,10,31,11,2,-1
South Dakota,2020-03-05,5,5,15,10,2,0
South Dakota,2020-03-06,10,11,36,13,5,-1
South Dakota,2020-03-07,13,15,68,15,2,-2
South Dakota,2020-03-08,18,18,83,10,2,-2
South Dakota,2020-03-09,6,9,24,6,2,0
South Dakota,2020-03-10,9,20,22,10,0,-1
South Dakota,2020-03-11,7,25,50,10,0,-1
South Dakota,2020-03-12,3,25,14,8,-3,1
South Dakota,2020-03-13,1,36,12,4,-1,3
South Dakota,2020-03-14,-21,7,-41,-16,-6,8
South Dakota,2020-03-15,-8,12,1,-4,-6,4
South Dakota,2020-03-16,-7,21,2,-5,-15,7
South Dakota,2020-03-17,-8,22,32,1,-19,8
South Dakota,2020-03-18,-14,18,22,0,-21,9
South Dakota,2020-03-19,-29,4,-22,-21,-25,14
South Dakota,2020-03-20,-26,8,-8,-16,-23,15
South Dakota,2020-03-21,-33,7,0,-19,-13,10
South Dakota,2020-03-22,-31,2,35,-23,-18,7
South Dakota,2020-03-23,-23,6,47,-17,-23,11
South Dakota,2020-03-24,-28,4,49,-12,-27,13
South Dakota,2020-03-25,-35,-3,-11,-23,-30,16
South Dakota,2020-03-26,-37,-4,12,-20,-31,16
South Dakota,2020-03-27,-36,-1,17,-24,-29,18
South Dakota,2020-03-28,-49,-11,-17,-31,-22,15
South Dakota,2020-03-29,-35,-3,126,-31,-25,8
South Dakota,2020-03-30,-31,-2,90,-22,-30,13
South Dakota,2020-03-31,-32,-2,58,-17,-33,15
South Dakota,2020-04-01,-32,4,51,-20,-34,15
South Dakota,2020-04-02,-50,-18,-27,-34,-39,21
South Dakota,2020-04-03,-41,-5,-15,-32,-35,22
South Dakota,2020-04-04,-45,-2,-4,-31,-27,14
South Dakota,2020-04-05,-38,-3,81,-36,-29,9
South Dakota,2020-04-06,-32,-2,91,-23,-33,14
South Dakota,2020-04-07,-31,2,123,-17,-36,14
South Dakota,2020-04-08,-37,-6,25,-23,-37,17
South Dakota,2020-04-09,-38,-5,18,-24,-38,18
South Dakota,2020-04-10,-33,9,67,-26,-42,19
South Dakota,2020-04-11,-47,1,-16,-42,-31,15
South Dakota,2020-04-12,-73,-50,-40,-56,-44,13
South Dakota,2020-04-13,-41,-14,-18,-30,-39,18
South Dakota,2020-04-14,-40,-10,-1,-23,-37,18
South Dakota,2020-04-15,-32,-3,5,-22,-37,17
South Dakota,2020-04-16,-33,-4,20,-21,-37,18
South Dakota,2020-04-17,-32,-4,52,-22,-35,19
South Dakota,2020-04-18,-37,-1,65,-25,-26,11
South Dakota,2020-04-19,-34,-7,65,-34,-28,9
South Dakota,2020-04-20,-28,-4,54,-20,-35,15
South Dakota,2020-04-21,-27,2,128,-11,-38,14
South Dakota,2020-04-22,-25,1,123,-12,-38,14
South Dakota,2020-04-23,-29,-1,73,-20,-38,16
South Dakota,2020-04-24,-29,2,72,-18,-35,17
South Dakota,2020-04-25,-35,1,57,-24,-25,11
South Dakota,2020-04-26,-20,9,206,-22,-25,5
South Dakota,2020-04-27,-19,4,127,-16,-34,12
South Dakota,2020-04-28,-24,4,37,-11,-36,9
South Dakota,2020-04-29,-20,6,96,-8,-36,14
South Dakota,2020-04-30,-17,8,151,-4,-36,13
South Dakota,2020-05-01,-17,13,153,-5,-34,13
South Dakota,2020-05-02,-24,11,115,-7,-21,7
South Dakota,2020-05-03,-11,13,194,-13,-20,3
South Dakota,2020-05-04,-17,4,32,-12,-32,14
South Dakota,2020-05-05,-14,12,56,-6,-33,14
South Dakota,2020-05-06,-15,11,107,-6,-33,13
South Dakota,2020-05-07,-18,8,59,-8,-33,15
South Dakota,2020-05-08,-14,15,127,-7,-31,13
South Dakota,2020-05-09,-21,18,29,-15,-19,9
South Dakota,2020-05-10,-6,27,73,-8,-16,4
South Dakota,2020-05-11,-15,6,74,-5,-29,12
South Dakota,2020-05-12,-16,6,61,-7,-31,13
South Dakota,2020-05-13,-15,11,74,-5,-31,13
South Dakota,2020-05-14,-12,9,145,-1,-31,11
South Dakota,2020-05-15,-12,12,159,-1,-30,12
South Dakota,2020-05-16,-19,11,49,-7,-16,9
South Dakota,2020-05-17,-5,19,204,0,-13,3
South Dakota,2020-05-18,-4,12,174,3,-27,9
South Dakota,2020-05-19,-4,15,167,3,-30,10
South Dakota,2020-05-20,-5,15,145,6,-30,10
South Dakota,2020-05-21,-4,18,185,11,-31,10
South Dakota,2020-05-22,-4,23,256,14,-31,10
South Dakota,2020-05-23,-13,23,239,11,-16,3
South Dakota,2020-05-24,6,30,360,11,-16,1
South Dakota,2020-05-25,-6,8,237,7,-73,19
South Dakota,2020-05-26,-3,16,178,7,-29,9
South Dakota,2020-05-27,-2,17,210,8,-28,9
South Dakota,2020-05-28,-2,18,205,13,-28,9
South Dakota,2020-05-29,-4,19,252,10,-26,8
South Dakota,2020-05-30,-11,18,198,10,-5,3
South Dakota,2020-05-31,6,24,284,17,-5,0
South Dakota,2020-06-01,5,22,223,16,-24,7
South Dakota,2020-06-02,5,23,214,14,-26,7
South Dakota,2020-06-03,3,23,225,14,-26,7
South Dakota,2020-06-04,2,22,237,17,-27,8
South Dakota,2020-06-05,0,26,284,15,-25,7
South Dakota,2020-06-06,-10,18,184,16,-7,4
South Dakota,2020-06-07,9,29,295,26,-6,0
South Dakota,2020-06-08,6,20,221,16,-23,7
South Dakota,2020-06-09,1,17,146,11,-25,10
South Dakota,2020-06-10,8,29,239,19,-24,7
South Dakota,2020-06-11,6,25,291,22,-25,6
South Dakota,2020-06-12,2,26,329,21,-25,6
South Dakota,2020-06-13,-4,27,288,22,-4,1
South Dakota,2020-06-14,13,33,339,36,-3,-1
South Dakota,2020-06-15,11,25,283,26,-23,6
South Dakota,2020-06-16,11,26,262,22,-25,7
South Dakota,2020-06-17,9,25,268,22,-25,6
South Dakota,2020-06-18,8,22,243,27,-26,8
South Dakota,2020-06-19,6,27,333,30,-24,4
South Dakota,2020-06-20,-2,28,279,31,-5,1
South Dakota,2020-06-21,15,37,386,36,-3,-3
South Dakota,2020-06-22,11,24,311,31,-25,6
South Dakota,2020-06-23,11,26,332,31,-26,5
South Dakota,2020-06-24,11,27,334,31,-25,5
South Dakota,2020-06-25,8,25,298,36,-26,6
South Dakota,2020-06-26,7,29,359,38,-24,6
South Dakota,2020-06-27,0,30,326,47,-7,0
South Dakota,2020-06-28,18,36,405,52,-2,-2
South Dakota,2020-06-29,15,29,334,35,-24,6
South Dakota,2020-06-30,16,31,301,36,-26,6
South Dakota,2020-07-01,20,38,347,37,-26,5
South Dakota,2020-07-02,25,48,417,50,-31,4
South Dakota,2020-07-03,15,49,502,40,-54,9
South Dakota,2020-07-04,-22,26,430,19,-27,0
South Dakota,2020-07-05,9,29,413,54,-9,-3
South Dakota,2020-07-06,16,29,328,40,-29,7
South Dakota,2020-07-07,14,29,329,37,-27,7
South Dakota,2020-07-08,11,26,323,32,-26,6
South Dakota,2020-07-09,11,27,343,38,-26,6
South Dakota,2020-07-10,7,29,346,38,-24,6
South Dakota,2020-07-11,1,30,313,45,-6,1
South Dakota,2020-07-12,18,38,440,50,-2,-3
South Dakota,2020-07-13,15,27,350,36,-24,5
South Dakota,2020-07-14,15,31,321,31,-26,6
South Dakota,2020-07-15,13,29,351,37,-25,5
South Dakota,2020-07-16,12,29,372,41,-26,5
South Dakota,2020-07-17,8,30,358,39,-25,6
South Dakota,2020-07-18,-1,27,311,43,-6,1
South Dakota,2020-07-19,18,39,415,55,-3,-3
South Dakota,2020-07-20,14,28,359,37,-24,6
South Dakota,2020-07-21,14,30,368,32,-26,5
South Dakota,2020-07-22,13,31,364,32,-25,5
South Dakota,2020-07-23,13,31,366,44,-26,5
South Dakota,2020-07-24,9,30,362,38,-25,6
South Dakota,2020-07-25,2,30,326,46,-6,1
Tennessee,2020-02-15,7,4,54,4,3,-1
Tennessee,2020-02-16,6,1,29,3,1,-1
Tennessee,2020-02-17,6,-2,46,4,-15,4
Tennessee,2020-02-18,-3,-3,-11,-1,1,1
Tennessee,2020-02-19,3,3,13,4,3,-1
Tennessee,2020-02-20,-5,-3,-18,-1,0,2
Tennessee,2020-02-21,0,-2,7,3,0,0
Tennessee,2020-02-22,6,4,61,5,5,-2
Tennessee,2020-02-23,3,1,7,2,1,0
Tennessee,2020-02-24,-2,-4,-19,0,2,2
Tennessee,2020-02-25,8,3,27,4,3,-1
Tennessee,2020-02-26,10,5,0,5,3,-1
Tennessee,2020-02-27,11,5,13,8,2,-1
Tennessee,2020-02-28,9,4,12,9,1,-1
Tennessee,2020-02-29,16,9,60,16,5,-3
Tennessee,2020-03-01,16,11,59,13,3,-2
Tennessee,2020-03-02,8,4,-5,3,2,1
Tennessee,2020-03-03,17,12,38,4,-8,0
Tennessee,2020-03-04,12,11,36,5,0,-1
Tennessee,2020-03-05,11,10,33,7,1,-2
Tennessee,2020-03-06,5,4,25,6,0,-1
Tennessee,2020-03-07,12,10,88,15,6,-3
Tennessee,2020-03-08,13,11,81,13,2,-2
Tennessee,2020-03-09,8,7,45,5,0,0
Tennessee,2020-03-10,8,8,26,3,-1,1
Tennessee,2020-03-11,8,11,43,3,0,0
Tennessee,2020-03-12,7,24,30,1,-2,0
Tennessee,2020-03-13,2,23,29,0,-6,2
Tennessee,2020-03-14,-4,19,27,1,1,2
Tennessee,2020-03-15,-8,13,-2,-5,-7,3
Tennessee,2020-03-16,-4,20,10,-7,-15,6
Tennessee,2020-03-17,-10,17,8,-9,-19,8
Tennessee,2020-03-18,-15,14,21,-13,-22,9
Tennessee,2020-03-19,-17,14,38,-16,-24,9
Tennessee,2020-03-20,-27,9,-18,-22,-27,13
Tennessee,2020-03-21,-33,9,11,-16,-16,8
Tennessee,2020-03-22,-37,0,1,-30,-28,8
Tennessee,2020-03-23,-32,-2,-16,-27,-34,15
Tennessee,2020-03-24,-39,-10,-29,-29,-38,17
Tennessee,2020-03-25,-33,-6,34,-26,-38,15
Tennessee,2020-03-26,-31,-6,57,-27,-39,14
Tennessee,2020-03-27,-34,-9,40,-30,-39,16
Tennessee,2020-03-28,-38,-7,48,-27,-26,9
Tennessee,2020-03-29,-35,-9,35,-35,-34,8
Tennessee,2020-03-30,-31,-10,10,-32,-39,15
Tennessee,2020-03-31,-36,-11,-30,-32,-42,18
Tennessee,2020-04-01,-31,-1,7,-28,-42,16
Tennessee,2020-04-02,-33,0,11,-31,-42,16
Tennessee,2020-04-03,-37,-2,1,-35,-44,18
Tennessee,2020-04-04,-45,-6,6,-33,-31,11
Tennessee,2020-04-05,-43,-9,2,-42,-38,10
Tennessee,2020-04-06,-35,-9,3,-35,-43,16
Tennessee,2020-04-07,-36,-7,5,-33,-45,17
Tennessee,2020-04-08,-35,-5,8,-32,-45,17
Tennessee,2020-04-09,-33,-4,0,-35,-46,17
Tennessee,2020-04-10,-36,-5,-5,-39,-53,20
Tennessee,2020-04-11,-40,2,11,-36,-33,10
Tennessee,2020-04-12,-65,-43,-61,-53,-47,13
Tennessee,2020-04-13,-33,-11,-21,-35,-44,17
Tennessee,2020-04-14,-31,-8,-8,-30,-43,16
Tennessee,2020-04-15,-21,0,5,-27,-42,15
Tennessee,2020-04-16,-25,-3,1,-31,-42,15
Tennessee,2020-04-17,-30,-8,6,-33,-42,16
Tennessee,2020-04-18,-33,-4,2,-28,-27,9
Tennessee,2020-04-19,-38,-13,-31,-44,-36,10
Tennessee,2020-04-20,-25,-7,3,-30,-40,15
Tennessee,2020-04-21,-24,-4,18,-26,-41,15
Tennessee,2020-04-22,-26,-5,10,-29,-41,15
Tennessee,2020-04-23,-32,-9,-30,-35,-42,18
Tennessee,2020-04-24,-30,-8,5,-31,-41,16
Tennessee,2020-04-25,-36,-7,-24,-31,-28,10
Tennessee,2020-04-26,-34,-10,-33,-35,-35,9
Tennessee,2020-04-27,-18,-4,18,-27,-38,14
Tennessee,2020-04-28,-18,-1,28,-23,-39,8
Tennessee,2020-04-29,-20,-2,-10,-26,-40,15
Tennessee,2020-04-30,-18,2,0,-25,-39,14
Tennessee,2020-05-01,-17,3,33,-22,-38,13
Tennessee,2020-05-02,-20,7,80,-13,-22,5
Tennessee,2020-05-03,-20,0,41,-26,-28,5
Tennessee,2020-05-04,-10,2,19,-23,-36,11
Tennessee,2020-05-05,-10,7,10,-20,-36,12
Tennessee,2020-05-06,-12,5,5,-20,-36,13
Tennessee,2020-05-07,-12,6,35,-20,-35,11
Tennessee,2020-05-08,-21,-1,-21,-26,-37,15
Tennessee,2020-05-09,-13,19,47,-10,-18,4
Tennessee,2020-05-10,-12,14,50,-20,-23,3
Tennessee,2020-05-11,-10,-1,26,-19,-33,11
Tennessee,2020-05-12,-11,2,22,-19,-34,12
Tennessee,2020-05-13,-9,5,24,-18,-34,12
Tennessee,2020-05-14,-9,5,63,-17,-34,10
Tennessee,2020-05-15,-13,2,61,-18,-34,11
Tennessee,2020-05-16,-14,8,103,-10,-16,3
Tennessee,2020-05-17,-14,3,56,-20,-22,5
Tennessee,2020-05-18,-8,0,16,-21,-32,11
Tennessee,2020-05-19,-7,4,29,-17,-32,11
Tennessee,2020-05-20,-6,6,32,-16,-33,11
Tennessee,2020-05-21,-6,6,44,-15,-33,10
Tennessee,2020-05-22,-11,2,43,-14,-34,11
Tennessee,2020-05-23,-11,10,119,-6,-15,2
Tennessee,2020-05-24,-7,9,117,-18,-23,2
Tennessee,2020-05-25,-14,-2,114,-28,-68,18
Tennessee,2020-05-26,-7,4,54,-17,-32,10
Tennessee,2020-05-27,-6,3,37,-17,-31,11
Tennessee,2020-05-28,-5,4,50,-17,-30,9
Tennessee,2020-05-29,-8,2,67,-17,-30,9
Tennessee,2020-05-30,-9,8,133,-5,-5,1
Tennessee,2020-05-31,-6,7,105,-13,-14,2
Tennessee,2020-06-01,1,6,75,-16,-29,8
Tennessee,2020-06-02,-1,7,91,-15,-29,8
Tennessee,2020-06-03,1,11,84,-16,-30,8
Tennessee,2020-06-04,-3,7,61,-16,-30,9
Tennessee,2020-06-05,-8,2,69,-16,-30,9
Tennessee,2020-06-06,-8,9,140,-6,-8,1
Tennessee,2020-06-07,-5,7,102,-13,-16,2
Tennessee,2020-06-08,-4,1,62,-16,-29,9
Tennessee,2020-06-09,-3,4,65,-16,-29,9
Tennessee,2020-06-10,0,7,79,-14,-29,8
Tennessee,2020-06-11,0,7,99,-11,-29,7
Tennessee,2020-06-12,-5,4,107,-10,-29,7
Tennessee,2020-06-13,-6,10,163,-1,-5,0
Tennessee,2020-06-14,-4,6,98,-9,-14,2
Tennessee,2020-06-15,1,4,88,-12,-29,7
Tennessee,2020-06-16,2,7,108,-12,-28,7
Tennessee,2020-06-17,1,8,98,-12,-29,7
Tennessee,2020-06-18,0,7,95,-10,-29,7
Tennessee,2020-06-19,-4,5,101,-9,-30,5
Tennessee,2020-06-20,-5,14,153,0,-7,0
Tennessee,2020-06-21,-6,7,71,-10,-15,1
Tennessee,2020-06-22,-4,0,73,-12,-31,8
Tennessee,2020-06-23,-1,4,85,-12,-31,8
Tennessee,2020-06-24,0,6,103,-11,-30,7
Tennessee,2020-06-25,-1,6,102,-9,-30,7
Tennessee,2020-06-26,-7,0,96,-10,-30,8
Tennessee,2020-06-27,-8,5,120,0,-9,1
Tennessee,2020-06-28,-7,2,68,-7,-13,3
Tennessee,2020-06-29,-3,-1,65,-11,-31,9
Tennessee,2020-06-30,1,5,72,-10,-32,9
Tennessee,2020-07-01,4,10,84,-7,-32,8
Tennessee,2020-07-02,9,16,123,-3,-35,6
Tennessee,2020-07-03,1,19,157,-11,-55,11
Tennessee,2020-07-04,-28,6,165,-20,-28,2
Tennessee,2020-07-05,-14,-4,79,-8,-21,3
Tennessee,2020-07-06,-1,3,95,-6,-35,9
Tennessee,2020-07-07,-1,5,103,-9,-33,8
Tennessee,2020-07-08,-2,6,100,-10,-32,8
Tennessee,2020-07-09,-4,4,89,-10,-32,8
Tennessee,2020-07-10,-9,1,89,-10,-32,8
Tennessee,2020-07-11,-11,6,141,0,-9,1
Tennessee,2020-07-12,-11,1,64,-10,-17,4
Tennessee,2020-07-13,-3,1,92,-12,-32,8
Tennessee,2020-07-14,-2,5,110,-12,-32,8
Tennessee,2020-07-15,-2,6,104,-11,-32,8
Tennessee,2020-07-16,-5,4,87,-10,-32,8
Tennessee,2020-07-17,-9,1,89,-9,-32,8
Tennessee,2020-07-18,-11,6,131,1,-10,2
Tennessee,2020-07-19,-9,4,89,-7,-17,3
Tennessee,2020-07-20,-5,1,79,-12,-33,9
Tennessee,2020-07-21,-4,3,94,-12,-33,8
Tennessee,2020-07-22,-4,3,82,-12,-32,9
Tennessee,2020-07-23,-6,1,71,-11,-32,8
Tennessee,2020-07-24,-10,-1,81,-11,-31,8
Tennessee,2020-07-25,-11,4,125,-1,-9,2
Texas,2020-02-15,3,3,12,3,1,-1
Texas,2020-02-16,8,3,20,4,1,-1
Texas,2020-02-17,6,2,21,2,-18,4
Texas,2020-02-18,-1,-1,-4,3,1,0
